,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total,clusters,cluster
15548,151,0,176,103,224,1424,0,pink
15549,177,5,187,82,283,1615,0,pink
15550,199,0,220,105,314,1778,0,pink
15551,170,0,157,69,258,1693,0,pink
15552,700,5,785,387,1099,7249,1,purple
15553,0,0,5,0,5,79,0,pink
15554,5,0,5,0,5,150,0,pink
15555,5,0,10,5,12,211,0,pink
15556,24,0,22,12,34,353,0,pink
15557,123,0,146,73,196,1417,0,pink
15558,184,0,209,111,282,1566,0,pink
15559,205,5,237,116,327,1771,0,pink
15560,156,0,158,70,244,1702,0,pink
15561,962,5,920,512,1373,7952,1,purple
15562,0,0,5,0,5,77,0,pink
15563,5,0,5,0,5,177,0,pink
15564,11,0,11,5,16,245,0,pink
15565,19,0,20,5,32,346,0,pink
15566,143,5,144,76,211,1449,0,pink
15567,233,5,248,138,344,1691,0,pink
15568,309,5,284,163,431,2014,0,pink
15569,246,5,208,122,333,1953,0,pink
15570,1599,5,1219,848,1974,8264,1,purple
15571,5,0,5,0,5,87,0,pink
15572,5,0,5,5,5,165,0,pink
15573,12,0,5,5,18,212,0,pink
15574,27,0,24,14,37,365,0,pink
15575,222,0,193,132,283,1456,0,pink
15576,356,5,304,201,461,1821,0,pink
15577,504,5,370,272,603,2133,0,pink
15578,468,5,315,224,560,2025,0,pink
15579,2697,5,1822,1394,3126,9970,1,purple
15580,5,0,5,0,5,75,0,pink
15581,11,0,5,5,13,174,0,pink
15582,15,0,10,5,19,254,0,pink
15583,71,0,53,42,82,446,0,pink
15584,364,5,263,204,423,1696,0,pink
15585,640,5,471,347,765,2253,0,pink
15586,832,0,533,417,948,2514,0,pink
15587,762,5,483,372,873,2558,0,pink
15588,2836,5,1916,1461,3294,10105,1,purple
15589,5,0,5,0,5,96,0,pink
15590,5,0,5,5,5,179,0,pink
15591,25,0,23,15,33,259,0,pink
15592,66,0,46,28,84,450,0,pink
15593,408,0,316,238,486,1819,0,pink
15594,707,0,478,369,816,2172,0,pink
15595,894,5,634,495,1036,2654,0,pink
15596,731,5,417,315,833,2476,0,pink
15597,985,5,873,524,1341,7262,1,purple
15598,5,0,5,0,5,98,0,pink
15599,5,0,5,5,5,143,0,pink
15600,11,0,5,5,12,233,0,pink
15601,31,0,21,13,39,340,0,pink
15602,168,5,163,100,233,1368,0,pink
15603,275,5,228,155,351,1675,0,pink
15604,290,5,265,162,395,1737,0,pink
15605,205,5,181,84,302,1668,0,pink
15606,567,11,656,301,931,7116,1,purple
15607,5,0,0,0,5,75,0,pink
15608,5,0,5,0,5,178,0,pink
15609,10,0,5,5,14,235,0,pink
15610,23,0,23,11,35,382,0,pink
15611,141,5,138,86,194,1384,0,pink
15612,165,5,192,87,272,1596,0,pink
15613,138,5,176,76,243,1721,0,pink
15614,88,5,118,40,167,1545,0,pink
15615,504,0,634,273,865,7068,1,purple
15616,0,0,5,0,5,94,0,pink
15617,5,0,5,5,5,192,0,pink
15618,11,0,5,5,17,258,0,pink
15619,33,0,28,17,44,383,0,pink
15620,127,0,143,74,196,1411,0,pink
15621,147,0,172,80,239,1607,0,pink
15622,118,0,160,60,218,1701,0,pink
15623,66,0,116,37,145,1422,0,pink
15624,443,5,603,249,798,7084,1,purple
15625,0,0,0,0,0,90,0,pink
15626,5,0,5,5,5,169,0,pink
15627,13,0,16,5,20,242,0,pink
15628,31,0,21,15,37,431,0,pink
15629,134,5,149,80,203,1483,0,pink
15630,113,0,160,65,208,1549,0,pink
15631,96,5,156,53,200,1642,0,pink
15632,52,0,97,24,125,1478,0,pink
15633,200,5,474,106,569,6757,1,purple
15634,0,0,5,0,5,94,0,pink
15635,5,0,5,0,5,184,0,pink
15636,5,0,11,5,13,283,0,pink
15637,10,0,17,5,19,378,0,pink
15638,45,0,105,23,127,1312,0,pink
15639,56,0,130,33,153,1494,0,pink
15640,55,5,126,27,155,1599,0,pink
15641,28,0,82,12,98,1413,0,pink
15642,263,5,466,149,583,6766,1,purple
15643,5,5,5,5,5,77,0,pink
15644,11,0,5,5,14,168,0,pink
15645,5,0,11,5,14,242,0,pink
15646,25,0,25,17,33,379,0,pink
15647,63,5,105,37,133,1337,0,pink
15648,56,0,118,33,141,1524,0,pink
15649,59,0,119,34,144,1597,0,pink
15650,40,0,78,18,100,1442,0,pink
15651,1672,5,1349,981,2042,8598,1,purple
15652,5,0,5,5,5,80,0,pink
15653,28,0,14,14,28,181,0,pink
15654,89,0,60,54,95,354,0,pink
15655,135,0,97,84,148,511,0,pink
15656,454,0,348,271,531,1797,0,pink
15657,430,5,361,253,538,2006,0,pink
15658,352,5,296,208,442,1972,0,pink
15659,180,0,170,96,254,1697,0,pink
15660,3048,5,2248,1822,3480,10038,1,purple
15661,5,0,5,5,10,103,0,pink
15662,37,0,25,22,40,205,0,pink
15663,128,0,79,69,138,411,0,pink
15664,264,5,173,156,281,638,0,pink
15665,976,5,664,585,1057,2305,0,pink
15666,722,5,569,449,845,2323,0,pink
15667,582,5,459,350,692,2228,0,pink
15668,331,0,274,188,417,1825,0,pink
15669,1573,5,1353,956,1973,8390,1,purple
15670,5,0,5,5,5,81,0,pink
15671,11,0,5,5,12,179,0,pink
15672,53,0,41,33,61,332,0,pink
15673,133,0,93,83,143,513,0,pink
15674,460,5,407,308,560,1812,0,pink
15675,425,5,367,270,523,1911,0,pink
15676,309,5,252,158,404,1897,0,pink
15677,180,0,180,94,266,1665,0,pink
15678,687,5,781,366,1107,7601,1,purple
15679,0,0,5,0,5,73,0,pink
15680,5,0,5,5,10,168,0,pink
15681,17,0,17,5,25,255,0,pink
15682,47,5,34,27,56,382,0,pink
15683,201,5,189,114,276,1499,0,pink
15684,154,5,192,92,255,1672,0,pink
15685,149,5,203,74,280,1835,0,pink
15686,110,0,140,48,202,1717,0,pink
15687,927,21,996,526,1418,8404,1,purple
15688,5,0,5,5,5,95,0,pink
15689,5,0,5,5,5,161,0,pink
15690,22,5,15,13,25,234,0,pink
15691,66,0,45,36,75,438,0,pink
15692,241,5,220,139,327,1615,0,pink
15693,252,5,287,156,385,1893,0,pink
15694,202,11,252,108,357,2160,0,pink
15695,138,5,170,71,239,1808,0,pink
15696,2137,30,1589,1112,2633,9747,1,purple
15697,5,0,5,0,5,97,0,pink
15698,18,0,15,5,26,175,0,pink
15699,41,0,25,19,47,265,0,pink
15700,104,5,75,55,125,439,0,pink
15701,454,5,323,243,538,1890,0,pink
15702,593,5,441,326,713,2261,0,pink
15703,530,5,420,278,674,2440,0,pink
15704,391,10,289,184,503,2180,0,pink
15705,1831,5,1318,937,2219,8322,1,purple
15706,5,0,5,5,5,85,0,pink
15707,5,0,5,5,5,152,0,pink
15708,19,5,14,5,25,228,0,pink
15709,45,0,33,19,59,397,0,pink
15710,334,5,242,179,398,1536,0,pink
15711,510,5,395,282,625,1862,0,pink
15712,527,5,364,267,625,2158,0,pink
15713,385,5,261,177,471,1904,0,pink
15714,604,5,693,311,988,7395,1,purple
15715,0,0,0,0,0,82,0,pink
15716,0,0,5,0,5,174,0,pink
15717,5,0,10,5,13,242,0,pink
15718,19,0,36,16,39,381,0,pink
15719,94,0,101,47,148,1370,0,pink
15720,177,5,191,97,272,1643,0,pink
15721,193,5,224,109,309,1906,0,pink
15722,114,5,125,38,201,1597,0,pink
15723,172,5,398,59,519,6648,1,purple
15724,0,0,5,0,5,101,0,pink
15725,0,0,5,0,5,143,0,pink
15726,5,0,5,5,5,246,0,pink
15727,5,0,15,5,19,334,0,pink
15728,27,5,67,5,89,1304,0,pink
15729,48,5,100,18,132,1409,0,pink
15730,49,5,113,16,148,1668,0,pink
15731,40,5,91,14,118,1443,0,pink
15732,156,5,406,42,527,6716,1,purple
15733,0,0,5,0,5,91,0,pink
15734,0,5,5,0,5,177,0,pink
15735,5,0,5,0,5,234,0,pink
15736,5,0,16,5,20,335,0,pink
15737,21,5,77,5,93,1244,0,pink
15738,30,0,94,5,116,1469,0,pink
15739,54,5,130,17,172,1686,0,pink
15740,44,0,74,5,109,1480,0,pink
15741,215,5,399,65,551,6697,1,purple
15742,5,0,5,0,5,94,0,pink
15743,5,0,5,0,5,155,0,pink
15744,5,0,10,0,12,233,0,pink
15745,5,0,16,5,21,363,0,pink
15746,31,0,59,11,79,1251,0,pink
15747,41,5,99,10,131,1436,0,pink
15748,57,0,115,19,153,1706,0,pink
15749,75,5,96,23,149,1459,0,pink
15750,404,5,473,123,756,6893,1,purple
15751,5,0,5,0,5,85,0,pink
15752,5,0,5,0,5,164,0,pink
15753,5,0,5,0,5,236,0,pink
15754,13,0,19,5,27,348,0,pink
15755,41,5,71,13,99,1278,0,pink
15756,90,5,112,26,177,1496,0,pink
15757,130,5,143,43,231,1759,0,pink
15758,126,5,119,36,209,1527,0,pink
15759,442,5,548,179,815,7000,1,purple
15760,5,0,5,5,5,87,0,pink
15761,5,0,5,0,5,190,0,pink
15762,5,0,5,0,5,221,0,pink
15763,5,5,19,5,23,330,0,pink
15764,68,0,100,28,140,1285,0,pink
15765,91,5,139,42,189,1472,0,pink
15766,123,5,149,45,228,1842,0,pink
15767,149,5,128,60,218,1573,0,pink
15768,366,5,481,139,709,6927,1,purple
15769,5,0,5,5,5,97,0,pink
15770,0,0,5,0,5,148,0,pink
15771,5,0,5,5,5,254,0,pink
15772,5,5,5,5,14,345,0,pink
15773,51,0,84,17,118,1306,0,pink
15774,74,0,111,30,155,1448,0,pink
15775,112,0,150,41,221,1764,0,pink
15776,120,0,115,47,188,1565,0,pink
15777,284,12,475,101,669,7064,1,purple
15778,0,5,5,0,5,87,0,pink
15779,5,0,5,0,5,150,0,pink
15780,5,0,5,0,5,205,0,pink
15781,5,0,15,5,16,360,0,pink
15782,28,5,63,12,85,1252,0,pink
15783,54,5,117,24,149,1542,0,pink
15784,97,5,150,29,220,1809,0,pink
15785,98,5,126,33,191,1659,0,pink
15786,300,65,498,93,764,7254,1,purple
15787,0,5,5,0,5,100,0,pink
15788,5,5,5,0,5,167,0,pink
15789,5,5,5,5,12,246,0,pink
15790,5,5,18,0,23,368,0,pink
15791,35,10,102,14,132,1371,0,pink
15792,62,18,101,17,163,1555,0,pink
15793,101,14,139,37,215,1818,0,pink
15794,94,14,128,24,211,1629,0,pink
15795,308,119,594,112,902,7913,1,purple
15796,5,5,5,5,5,101,0,pink
15797,5,5,5,0,5,171,0,pink
15798,5,5,10,5,13,262,0,pink
15799,5,5,26,5,36,386,0,pink
15800,23,31,119,12,160,1424,0,pink
15801,59,30,127,22,194,1744,0,pink
15802,102,29,152,35,243,2048,0,pink
15803,111,17,153,37,243,1777,0,pink
15804,450,54,642,152,986,7668,1,purple
15805,0,5,5,0,5,88,0,pink
15806,5,0,5,0,5,146,0,pink
15807,5,0,5,0,12,241,0,pink
15808,13,5,17,5,28,365,0,pink
15809,46,11,101,21,136,1365,0,pink
15810,103,13,179,39,253,1667,0,pink
15811,144,17,179,52,285,1978,0,pink
15812,140,10,152,37,265,1818,0,pink
15813,269,13,494,106,667,6489,1,purple
15814,5,0,5,0,5,83,0,pink
15815,0,0,5,0,5,145,0,pink
15816,5,0,5,0,10,225,0,pink
15817,5,0,19,5,23,340,0,pink
15818,34,5,82,16,102,1158,0,pink
15819,50,5,118,22,147,1411,0,pink
15820,98,5,142,34,207,1647,0,pink
15821,77,5,120,30,173,1480,0,pink
15822,197,5,456,77,584,6982,1,purple
15823,0,0,5,0,5,112,0,pink
15824,0,5,5,0,5,149,0,pink
15825,5,0,5,5,5,237,0,pink
15826,5,5,5,5,5,310,0,pink
15827,18,5,80,5,91,1215,0,pink
15828,39,5,113,15,138,1532,0,pink
15829,75,5,141,24,194,1890,0,pink
15830,63,5,106,28,143,1537,0,pink
15831,119,5,280,30,375,4675,1,purple
15832,0,0,0,0,0,41,0,pink
15833,0,0,5,0,5,90,0,pink
15834,5,0,5,5,5,141,0,pink
15835,0,0,5,0,5,218,0,pink
15836,16,5,63,5,74,828,0,pink
15837,18,5,66,5,80,991,0,pink
15838,40,5,87,5,119,1254,0,pink
15839,44,5,58,5,96,1112,0,pink
15840,0,184,1412,0,1596,19050,2,dark purple
15841,0,5,5,0,5,312,0,pink
15842,0,5,14,0,18,396,0,pink
15843,0,5,26,0,32,533,0,pink
15844,0,14,56,0,70,837,0,pink
15845,0,58,254,0,312,3504,1,purple
15846,0,41,322,0,363,4016,1,purple
15847,0,31,356,0,387,4583,1,purple
15848,0,25,380,0,405,4869,1,purple
15849,5,160,1202,0,1363,17629,2,dark purple
15850,0,5,5,0,13,283,0,pink
15851,0,5,5,0,12,381,0,pink
15852,0,5,14,0,22,469,0,pink
15853,0,14,36,0,50,754,0,pink
15854,0,42,234,0,276,3212,0,pink
15855,5,26,273,0,300,3666,1,purple
15856,0,32,319,0,351,4284,1,purple
15857,0,29,310,0,339,4580,1,purple
15858,99,116,1412,32,1593,18576,2,dark purple
15859,0,5,5,0,5,276,0,pink
15860,5,5,18,5,21,445,0,pink
15861,5,5,13,0,17,471,0,pink
15862,11,5,49,5,64,827,0,pink
15863,20,28,264,5,305,3327,1,purple
15864,26,31,310,10,357,3866,1,purple
15865,24,26,373,5,417,4551,1,purple
15866,16,16,380,5,406,4813,1,purple
15867,934,24,1660,392,2226,18572,2,dark purple
15868,5,0,5,0,5,288,0,pink
15869,5,0,15,5,18,438,0,pink
15870,24,5,24,5,41,533,0,pink
15871,42,5,71,20,94,852,0,pink
15872,175,5,312,70,421,3468,1,purple
15873,210,5,396,89,521,3877,1,purple
15874,241,5,447,111,586,4391,1,purple
15875,233,5,391,90,538,4725,1,purple
15876,964,13,1560,449,2087,18731,2,dark purple
15877,5,0,5,0,5,298,0,pink
15878,5,0,15,5,18,470,0,pink
15879,11,0,29,5,34,583,0,pink
15880,40,5,54,14,81,927,0,pink
15881,232,5,307,108,434,3488,1,purple
15882,234,5,379,124,491,3770,1,purple
15883,224,5,369,95,502,4382,1,purple
15884,218,5,399,101,518,4813,1,purple
15885,1436,5,1629,612,2456,19173,2,dark purple
15886,5,0,5,0,5,344,0,pink
15887,18,0,12,5,24,493,0,pink
15888,40,0,31,10,61,631,0,pink
15889,114,0,80,40,154,988,0,pink
15890,332,5,306,122,517,3586,1,purple
15891,344,5,403,160,588,3818,1,purple
15892,324,5,453,172,606,4523,1,purple
15893,262,0,341,102,501,4790,1,purple
15894,6971,11,4703,3593,8087,26487,2,dark purple
15895,13,0,5,5,15,317,0,pink
15896,64,0,40,29,75,551,0,pink
15897,141,5,89,69,162,809,0,pink
15898,375,0,216,176,415,1321,0,pink
15899,1525,5,987,759,1755,5022,1,purple
15900,1726,5,1201,926,2003,5795,1,purple
15901,1685,5,1190,911,1965,6267,1,purple
15902,1442,0,974,719,1697,6405,1,purple
15903,5147,5,3829,2795,6186,23894,2,dark purple
15904,5,0,5,5,10,337,0,pink
15905,23,0,18,5,32,512,0,pink
15906,68,0,66,41,93,707,0,pink
15907,291,5,175,143,324,1209,0,pink
15908,1141,0,847,668,1320,4560,1,purple
15909,1278,5,982,744,1518,5144,1,purple
15910,1280,5,989,685,1586,5744,1,purple
15911,1062,5,745,504,1303,5681,1,purple
15912,2342,5,2224,1260,3311,19891,2,dark purple
15913,5,0,5,0,5,296,0,pink
15914,14,0,5,5,20,429,0,pink
15915,49,0,36,22,63,568,0,pink
15916,127,0,99,57,169,951,0,pink
15917,509,5,468,290,689,3667,1,purple
15918,561,5,560,336,786,4285,1,purple
15919,619,0,582,330,871,4746,1,purple
15920,460,5,468,223,707,4949,1,purple
15921,2867,12,2586,1574,3890,21227,2,dark purple
15922,5,0,5,5,5,288,0,pink
15923,15,0,10,5,20,485,0,pink
15924,46,0,32,20,58,591,0,pink
15925,130,0,102,71,161,972,0,pink
15926,563,5,492,323,737,3951,1,purple
15927,719,5,670,418,973,4619,1,purple
15928,746,5,715,424,1040,4994,1,purple
15929,645,5,562,312,896,5327,1,purple
15930,5224,14,4038,3025,6245,23446,2,dark purple
15931,5,0,5,0,5,306,0,pink
15932,21,0,21,13,29,474,0,pink
15933,75,0,57,43,89,656,0,pink
15934,219,5,163,116,266,1047,0,pink
15935,967,5,739,557,1151,4269,1,purple
15936,1278,5,1043,798,1526,5067,1,purple
15937,1458,5,1157,886,1731,5742,1,purple
15938,1203,5,856,612,1448,5885,1,purple
15939,7557,26,5412,4298,8680,27012,2,dark purple
15940,5,0,5,0,5,256,0,pink
15941,29,0,22,13,38,509,0,pink
15942,104,0,65,48,121,683,0,pink
15943,307,0,224,183,348,1199,0,pink
15944,1373,5,1011,814,1571,4828,1,purple
15945,1874,5,1405,1138,2144,5966,1,purple
15946,2061,5,1532,1209,2386,6639,1,purple
15947,1807,5,1149,893,2066,6932,1,purple
15948,10725,20,7364,6199,11896,30681,2,dark purple
15949,5,0,5,5,14,288,0,pink
15950,49,0,33,26,56,486,0,pink
15951,151,0,107,84,174,750,0,pink
15952,400,0,274,216,458,1302,0,pink
15953,1959,5,1340,1138,2162,5546,1,purple
15954,2727,5,1987,1700,3014,6947,1,purple
15955,2945,5,2027,1733,3243,7695,1,purple
15956,2486,5,1589,1301,2775,7667,1,purple
15957,5831,15,4427,3409,6855,24064,2,dark purple
15958,5,0,5,5,5,287,0,pink
15959,30,0,27,17,40,445,0,pink
15960,105,0,72,53,124,684,0,pink
15961,257,5,173,140,290,1066,0,pink
15962,1273,5,942,753,1464,4685,1,purple
15963,1582,5,1216,966,1833,5498,1,purple
15964,1554,5,1203,945,1813,5847,1,purple
15965,1025,5,789,533,1283,5552,1,purple
15966,2673,10,2634,1601,3716,21061,2,dark purple
15967,5,0,5,5,5,317,0,pink
15968,13,0,16,10,19,505,0,pink
15969,62,0,47,30,79,640,0,pink
15970,182,5,140,99,224,1137,0,pink
15971,640,5,601,398,845,4118,1,purple
15972,772,5,736,481,1028,4656,1,purple
15973,585,5,621,360,850,4798,1,purple
15974,418,5,466,222,664,4890,1,purple
15975,1460,5,1810,836,2440,19162,2,dark purple
15976,5,0,5,5,5,330,0,pink
15977,19,0,5,5,21,510,0,pink
15978,44,0,44,23,65,632,0,pink
15979,115,0,99,68,146,999,0,pink
15980,406,5,442,253,599,3742,1,purple
15981,394,5,488,238,645,4169,1,purple
15982,274,0,406,153,527,4317,1,purple
15983,206,5,316,93,430,4463,1,purple
15984,1209,5,1568,664,2117,19221,2,dark purple
15985,5,0,5,0,5,300,0,pink
15986,24,0,12,5,28,547,0,pink
15987,53,0,47,30,70,687,0,pink
15988,112,0,91,57,146,995,0,pink
15989,343,0,376,193,526,3702,1,purple
15990,304,5,397,172,530,4099,1,purple
15991,229,5,377,131,476,4476,1,purple
15992,142,5,264,73,335,4415,1,purple
15993,766,5,1360,442,1687,18462,2,dark purple
15994,5,0,5,0,5,313,0,pink
15995,13,0,12,5,20,564,0,pink
15996,27,5,34,13,48,708,0,pink
15997,79,0,93,45,127,1000,0,pink
15998,234,5,311,149,398,3534,1,purple
15999,183,5,358,115,426,3994,1,purple
16000,139,0,320,78,381,4186,1,purple
16001,90,5,230,37,284,4163,1,purple
16002,1343,5,1778,765,2360,19837,2,dark purple
16003,5,0,5,0,5,308,0,pink
16004,29,0,21,16,34,512,0,pink
16005,65,0,58,30,93,704,0,pink
16006,154,5,118,86,187,1110,0,pink
16007,361,0,381,198,544,3722,1,purple
16008,303,5,441,187,558,4312,1,purple
16009,256,5,424,151,530,4574,1,purple
16010,173,5,332,97,409,4595,1,purple
16011,7321,13,5499,4427,8399,26563,2,dark purple
16012,16,0,12,5,22,294,0,pink
16013,144,0,79,71,152,662,0,pink
16014,429,5,263,235,457,1045,0,pink
16015,873,0,542,504,911,1838,0,pink
16016,2167,5,1483,1291,2361,5762,1,purple
16017,1627,5,1311,1024,1917,5732,1,purple
16018,1266,5,1102,820,1549,5772,1,purple
16019,799,5,707,476,1030,5458,1,purple
16020,8794,15,6474,5471,9809,27271,2,dark purple
16021,20,0,12,5,26,312,0,pink
16022,165,5,106,98,174,688,0,pink
16023,529,0,331,311,549,1163,0,pink
16024,1082,5,715,676,1122,2014,0,pink
16025,2680,5,1848,1671,2860,5990,1,purple
16026,2010,5,1536,1303,2247,5974,1,purple
16027,1436,5,1229,918,1748,5800,1,purple
16028,872,5,697,488,1083,5330,1,purple
16029,4449,13,3783,2817,5425,23097,2,dark purple
16030,10,0,5,0,16,324,0,pink
16031,88,0,64,54,98,588,0,pink
16032,247,0,179,156,270,873,0,pink
16033,457,0,337,295,499,1406,0,pink
16034,1388,5,1094,923,1563,4793,1,purple
16035,1083,5,948,706,1330,5146,1,purple
16036,741,5,716,455,1003,5108,1,purple
16037,435,0,439,228,646,4859,1,purple
16038,1957,5,2169,1166,2967,20451,2,dark purple
16039,5,0,13,5,16,287,0,pink
16040,31,0,22,15,38,459,0,pink
16041,81,5,76,48,110,656,0,pink
16042,184,5,146,110,221,1065,0,pink
16043,577,5,533,353,758,3870,1,purple
16044,473,5,525,284,716,4360,1,purple
16045,358,5,494,232,621,4903,1,purple
16046,248,5,360,122,487,4851,1,purple
16047,2259,46,2522,1355,3467,21620,2,dark purple
16048,5,5,15,5,23,306,0,pink
16049,41,5,34,19,59,528,0,pink
16050,81,5,64,43,104,677,0,pink
16051,206,0,157,117,246,1096,0,pink
16052,565,12,544,351,767,3931,1,purple
16053,548,12,601,343,817,4773,1,purple
16054,488,5,633,299,828,5175,1,purple
16055,322,5,474,182,623,5134,1,purple
16056,6488,40,4836,3586,7761,27881,2,dark purple
16057,17,0,5,5,24,338,0,pink
16058,60,0,35,26,69,542,0,pink
16059,147,5,101,78,170,750,0,pink
16060,326,5,204,168,365,1263,0,pink
16061,1337,5,971,734,1578,5059,1,purple
16062,1523,13,1204,913,1819,5964,1,purple
16063,1653,5,1300,948,2011,6885,1,purple
16064,1425,5,1012,717,1725,7080,1,purple
16065,4803,25,3756,2781,5790,23084,2,dark purple
16066,12,0,5,5,16,280,0,pink
16067,33,5,22,15,40,494,0,pink
16068,82,5,60,39,103,662,0,pink
16069,189,0,148,106,231,987,0,pink
16070,921,5,719,557,1083,3982,1,purple
16071,1212,5,997,764,1450,5047,1,purple
16072,1286,5,999,732,1557,5833,1,purple
16073,1068,5,803,564,1310,5799,1,purple
16074,1363,44,1716,692,2426,20442,2,dark purple
16075,5,0,5,5,17,337,0,pink
16076,12,5,11,5,21,499,0,pink
16077,31,0,29,11,49,634,0,pink
16078,66,5,83,47,105,1008,0,pink
16079,253,5,344,154,446,3525,1,purple
16080,356,13,439,195,612,4381,1,purple
16081,348,5,458,179,634,5003,1,purple
16082,288,12,343,101,542,5055,1,purple
16083,437,31,1134,193,1405,18217,2,dark purple
16084,5,5,5,0,10,327,0,pink
16085,5,0,5,0,10,447,0,pink
16086,11,0,24,5,28,594,0,pink
16087,22,5,42,10,55,886,0,pink
16088,76,5,186,37,228,3284,0,pink
16089,105,5,290,61,339,3843,1,purple
16090,105,10,326,40,401,4393,1,purple
16091,110,5,254,38,334,4443,1,purple
16092,323,14,1058,124,1270,18418,2,dark purple
16093,5,5,11,5,12,345,0,pink
16094,5,0,14,0,17,502,0,pink
16095,12,5,24,5,32,671,0,pink
16096,14,5,44,5,56,929,0,pink
16097,60,5,183,21,224,3365,1,purple
16098,62,0,252,26,288,3792,1,purple
16099,77,5,266,27,318,4368,1,purple
16100,93,5,264,38,323,4446,1,purple
16101,516,17,1077,205,1401,18478,2,dark purple
16102,5,5,5,0,10,352,0,pink
16103,5,0,14,5,16,560,0,pink
16104,5,0,18,5,24,688,0,pink
16105,18,5,42,5,56,981,0,pink
16106,86,5,184,37,235,3193,0,pink
16107,103,5,260,38,328,3945,1,purple
16108,146,5,278,68,358,4391,1,purple
16109,147,5,276,52,374,4368,1,purple
16110,1087,5,1378,416,2050,20092,2,dark purple
16111,5,0,5,0,5,395,0,pink
16112,10,0,13,5,21,540,0,pink
16113,13,0,25,5,36,727,0,pink
16114,30,0,51,5,72,1036,0,pink
16115,144,0,217,43,318,3540,1,purple
16116,229,0,324,97,456,4243,1,purple
16117,304,5,404,128,581,4823,1,purple
16118,354,0,338,135,557,4788,1,purple
16119,1129,5,1340,467,2008,19554,2,dark purple
16120,10,5,5,5,15,346,0,pink
16121,5,0,5,5,15,470,0,pink
16122,10,0,13,5,22,645,0,pink
16123,31,0,38,10,59,931,0,pink
16124,139,0,217,59,297,3417,1,purple
16125,222,5,350,97,477,4152,1,purple
16126,336,5,386,147,576,4799,1,purple
16127,373,5,320,148,547,4794,1,purple
16128,745,11,1217,287,1684,18496,2,dark purple
16129,5,0,10,0,11,359,0,pink
16130,5,5,5,5,5,474,0,pink
16131,16,0,17,5,28,628,0,pink
16132,19,0,35,5,51,853,0,pink
16133,106,5,229,50,287,3244,0,pink
16134,143,0,312,59,396,3928,1,purple
16135,197,5,312,64,448,4520,1,purple
16136,262,5,298,105,458,4490,1,purple
16137,474,39,1117,185,1444,19300,2,dark purple
16138,5,5,5,5,5,357,0,pink
16139,5,0,5,5,12,447,0,pink
16140,5,5,28,5,34,597,0,pink
16141,17,5,47,5,62,946,0,pink
16142,64,10,181,29,226,3327,1,purple
16143,93,12,267,38,334,4044,1,purple
16144,133,5,321,49,410,4791,1,purple
16145,154,5,259,57,357,4791,1,purple
16146,401,157,1211,163,1599,19450,2,dark purple
16147,5,10,13,5,23,339,0,pink
16148,5,5,16,5,22,450,0,pink
16149,5,5,16,5,28,574,0,pink
16150,5,12,46,5,63,932,0,pink
16151,41,21,199,15,246,3430,1,purple
16152,75,30,273,30,347,4205,1,purple
16153,126,39,359,58,464,4777,1,purple
16154,138,33,289,51,406,4743,1,purple
16155,834,204,1708,387,2342,21865,2,dark purple
16156,5,5,5,0,13,328,0,pink
16157,5,5,5,5,13,502,0,pink
16158,5,5,27,5,39,649,0,pink
16159,19,5,62,5,81,967,0,pink
16160,83,46,279,35,371,3703,1,purple
16161,163,53,402,83,530,4694,1,purple
16162,261,51,476,118,666,5515,1,purple
16163,292,35,447,143,629,5507,1,purple
16164,1102,110,1786,530,2455,21540,2,dark purple
16165,5,5,5,5,11,325,0,pink
16166,5,5,16,5,22,485,0,pink
16167,5,5,27,5,39,634,0,pink
16168,23,5,64,12,76,939,0,pink
16169,133,18,270,59,362,3601,1,purple
16170,213,25,377,107,503,4566,1,purple
16171,327,34,513,163,707,5423,1,purple
16172,390,20,510,183,735,5567,1,purple
16173,617,39,1334,302,1682,18668,2,dark purple
16174,0,5,5,0,5,265,0,pink
16175,5,5,12,5,14,398,0,pink
16176,5,0,15,5,20,531,0,pink
16177,13,5,41,5,50,851,0,pink
16178,64,5,194,28,233,3140,0,pink
16179,135,5,310,69,385,3974,1,purple
16180,201,14,414,103,524,4748,1,purple
16181,194,5,347,92,454,4761,1,purple
16182,436,24,1195,188,1462,18837,2,dark purple
16183,5,0,5,5,5,284,0,pink
16184,5,0,5,5,5,385,0,pink
16185,5,5,15,5,19,524,0,pink
16186,11,5,37,5,46,860,0,pink
16187,47,5,190,24,214,3160,0,pink
16188,86,5,313,41,365,4061,1,purple
16189,134,5,343,62,421,4841,1,purple
16190,148,5,284,52,382,4722,1,purple
16191,202,11,631,95,746,10851,1,purple
16192,0,0,5,0,5,102,0,pink
16193,5,0,5,0,5,170,0,pink
16194,5,5,11,5,12,235,0,pink
16195,5,0,23,5,23,400,0,pink
16196,17,5,85,5,94,1713,0,pink
16197,39,5,147,22,166,2302,0,pink
16198,67,5,202,39,232,2894,0,pink
16199,76,5,157,24,212,3035,0,pink
16200,0,15,105,0,120,1771,0,pink
16201,0,5,5,0,5,41,0,pink
16202,0,0,0,0,0,39,0,pink
16203,0,0,5,0,5,64,0,pink
16204,0,5,5,0,10,67,0,pink
16205,0,5,18,0,19,253,0,pink
16206,0,5,21,0,23,316,0,pink
16207,0,5,27,0,29,418,0,pink
