,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total,clusters,cluster
9370,0,0,0,0,0,12,0,pink
9371,0,0,0,0,0,14,0,pink
9372,0,5,0,0,5,14,0,pink
9373,0,5,5,0,5,21,0,pink
9374,0,0,5,0,5,135,0,pink
9375,0,5,11,0,15,194,0,pink
9376,0,5,5,0,11,219,0,pink
9377,0,5,16,0,18,272,0,pink
9378,5,20,72,5,96,950,0,pink
9379,0,0,5,0,5,5,0,pink
9380,0,0,0,0,0,23,0,pink
9381,0,5,5,0,5,21,0,pink
9382,0,0,5,0,5,31,0,pink
9383,0,5,5,0,11,137,0,pink
9384,0,5,18,0,22,199,0,pink
9385,5,5,18,5,23,205,0,pink
9386,5,5,27,0,36,326,0,pink
9387,11,5,42,5,54,841,0,pink
9388,0,0,0,0,0,5,0,pink
9389,0,0,0,0,0,10,0,pink
9390,0,0,5,0,5,25,0,pink
9391,0,0,5,0,5,30,0,pink
9392,5,0,5,0,5,123,0,pink
9393,5,0,10,0,14,181,0,pink
9394,5,0,12,5,15,188,0,pink
9395,5,5,15,0,19,275,0,pink
9396,5,0,31,0,32,834,0,pink
9397,0,0,0,0,0,5,0,pink
9398,0,0,0,0,0,21,0,pink
9399,0,0,0,0,0,26,0,pink
9400,0,0,0,0,0,28,0,pink
9401,0,0,5,0,5,119,0,pink
9402,0,0,5,0,5,181,0,pink
9403,5,0,11,0,12,211,0,pink
9404,0,0,10,0,10,241,0,pink
9405,5,0,36,5,40,841,0,pink
9406,0,0,0,0,0,14,0,pink
9407,0,0,0,0,0,23,0,pink
9408,5,0,0,0,5,28,0,pink
9409,0,0,0,0,0,32,0,pink
9410,5,0,5,5,5,147,0,pink
9411,5,0,5,0,5,160,0,pink
9412,5,0,10,0,11,203,0,pink
9413,0,0,15,0,15,234,0,pink
9414,44,0,38,5,74,898,0,pink
9415,0,0,5,0,5,12,0,pink
9416,0,0,0,0,0,24,0,pink
9417,5,0,0,0,5,28,0,pink
9418,5,0,5,0,5,32,0,pink
9419,5,0,5,5,5,138,0,pink
9420,5,0,5,5,13,194,0,pink
9421,13,0,12,5,24,211,0,pink
9422,20,0,10,5,26,259,0,pink
9423,50,0,53,24,79,947,0,pink
9424,0,0,0,0,0,5,0,pink
9425,0,0,0,0,0,17,0,pink
9426,5,0,5,5,5,28,0,pink
9427,5,0,5,5,5,32,0,pink
9428,10,0,5,5,14,149,0,pink
9429,13,0,20,5,24,195,0,pink
9430,12,0,10,5,18,231,0,pink
9431,13,0,13,5,20,286,0,pink
9432,93,0,75,43,125,977,0,pink
9433,0,0,0,0,0,12,0,pink
9434,0,0,0,0,0,15,0,pink
9435,5,0,5,5,5,21,0,pink
9436,5,0,5,5,5,43,0,pink
9437,19,0,13,5,23,161,0,pink
9438,25,0,16,11,30,194,0,pink
9439,20,0,18,5,31,251,0,pink
9440,21,0,21,5,33,280,0,pink
9441,279,0,192,146,325,1290,0,pink
9442,0,0,5,0,5,5,0,pink
9443,0,0,5,0,5,18,0,pink
9444,5,0,5,5,5,24,0,pink
9445,5,0,5,5,5,52,0,pink
9446,43,0,32,28,47,189,0,pink
9447,57,0,45,32,70,263,0,pink
9448,81,0,55,47,89,337,0,pink
9449,87,0,49,32,104,403,0,pink
9450,405,0,233,198,440,1325,0,pink
9451,0,0,0,0,0,13,0,pink
9452,5,0,0,0,5,24,0,pink
9453,5,0,5,5,5,32,0,pink
9454,10,0,5,5,11,48,0,pink
9455,54,0,34,31,57,178,0,pink
9456,87,0,64,57,94,263,0,pink
9457,107,0,71,58,120,358,0,pink
9458,142,0,56,47,151,409,0,pink
9459,376,0,214,181,409,1287,0,pink
9460,0,0,0,0,0,5,0,pink
9461,0,0,0,0,0,11,0,pink
9462,5,0,5,5,5,29,0,pink
9463,5,0,5,5,5,37,0,pink
9464,36,0,20,16,40,177,0,pink
9465,78,0,48,39,87,251,0,pink
9466,126,0,84,75,135,375,0,pink
9467,125,0,56,46,135,400,0,pink
9468,179,0,111,80,210,1049,0,pink
9469,0,0,0,0,0,5,0,pink
9470,0,0,0,0,0,20,0,pink
9471,0,0,5,0,5,26,0,pink
9472,5,0,5,5,5,37,0,pink
9473,23,0,16,12,27,164,0,pink
9474,38,0,26,20,44,211,0,pink
9475,54,0,33,23,64,272,0,pink
9476,62,0,33,24,71,310,0,pink
9477,75,0,68,37,106,867,0,pink
9478,0,0,0,0,0,15,0,pink
9479,0,0,0,0,0,15,0,pink
9480,5,0,5,5,5,18,0,pink
9481,0,0,5,0,5,31,0,pink
9482,5,0,5,5,13,134,0,pink
9483,21,0,13,5,26,171,0,pink
9484,22,0,28,14,36,235,0,pink
9485,21,0,15,5,27,248,0,pink
9486,61,5,59,22,99,887,0,pink
9487,0,0,0,0,0,12,0,pink
9488,0,0,0,0,0,20,0,pink
9489,0,0,0,0,0,20,0,pink
9490,5,0,5,5,5,38,0,pink
9491,5,0,12,5,16,136,0,pink
9492,13,5,15,5,26,186,0,pink
9493,19,0,15,5,28,213,0,pink
9494,18,0,16,5,27,262,0,pink
9495,33,0,44,15,62,905,0,pink
9496,0,0,0,0,0,5,0,pink
9497,0,0,5,0,5,24,0,pink
9498,5,0,5,5,5,29,0,pink
9499,5,0,5,5,5,42,0,pink
9500,5,0,5,5,5,149,0,pink
9501,5,0,13,5,17,186,0,pink
9502,12,0,13,5,19,229,0,pink
9503,10,0,5,5,15,239,0,pink
9504,30,0,64,24,70,910,0,pink
9505,0,0,0,0,0,5,0,pink
9506,0,0,0,0,0,11,0,pink
9507,5,0,5,5,5,32,0,pink
9508,5,0,5,0,5,39,0,pink
9509,5,0,14,5,15,137,0,pink
9510,5,0,11,5,13,188,0,pink
9511,12,0,22,10,24,232,0,pink
9512,5,0,14,5,14,264,0,pink
9513,39,0,68,21,86,944,0,pink
9514,0,0,0,0,0,15,0,pink
9515,0,0,0,0,0,24,0,pink
9516,5,0,5,5,5,36,0,pink
9517,5,0,5,5,5,34,0,pink
9518,10,0,16,5,19,166,0,pink
9519,5,0,12,5,17,184,0,pink
9520,5,0,17,5,19,224,0,pink
9521,5,0,18,5,24,261,0,pink
9522,53,0,74,29,98,990,0,pink
9523,0,0,5,0,5,10,0,pink
9524,0,0,0,0,0,16,0,pink
9525,0,0,0,0,0,31,0,pink
9526,5,0,5,5,5,42,0,pink
9527,5,0,14,5,17,146,0,pink
9528,11,0,21,5,26,206,0,pink
9529,18,0,25,11,32,251,0,pink
9530,12,0,11,5,18,288,0,pink
9531,152,0,142,93,201,1144,0,pink
9532,0,0,0,0,0,5,0,pink
9533,5,0,5,5,5,27,0,pink
9534,5,0,5,0,5,27,0,pink
9535,10,0,5,5,11,54,0,pink
9536,28,0,32,21,39,189,0,pink
9537,34,0,30,23,41,221,0,pink
9538,40,0,41,28,53,310,0,pink
9539,36,0,26,13,49,310,0,pink
9540,294,5,191,157,329,1270,0,pink
9541,5,0,0,0,5,12,0,pink
9542,5,0,0,0,5,29,0,pink
9543,5,0,5,5,5,40,0,pink
9544,14,0,5,5,15,60,0,pink
9545,68,5,44,38,75,201,0,pink
9546,88,0,61,53,96,303,0,pink
9547,67,0,43,34,76,314,0,pink
9548,45,0,33,24,54,311,0,pink
9549,444,0,305,270,479,1452,0,pink
9550,0,0,0,0,0,10,0,pink
9551,5,0,5,0,5,29,0,pink
9552,11,0,5,5,13,39,0,pink
9553,22,0,16,15,23,63,0,pink
9554,92,0,69,65,96,239,0,pink
9555,119,0,86,77,128,326,0,pink
9556,99,0,74,62,111,372,0,pink
9557,98,0,52,46,104,374,0,pink
9558,311,0,250,195,366,1229,0,pink
9559,0,0,0,0,0,5,0,pink
9560,5,0,5,5,5,22,0,pink
9561,5,0,5,5,5,33,0,pink
9562,13,0,11,10,14,50,0,pink
9563,72,0,53,43,82,222,0,pink
9564,91,0,75,63,103,288,0,pink
9565,87,0,68,53,102,306,0,pink
9566,39,0,36,21,54,299,0,pink
9567,145,5,120,80,188,1129,0,pink
9568,0,0,5,0,5,14,0,pink
9569,0,0,0,0,0,18,0,pink
9570,5,0,5,5,5,30,0,pink
9571,5,0,5,5,5,36,0,pink
9572,37,5,25,23,40,183,0,pink
9573,33,5,27,19,42,237,0,pink
9574,44,5,35,23,57,310,0,pink
9575,25,0,26,10,41,301,0,pink
9576,176,5,160,100,238,1203,0,pink
9577,0,0,0,0,0,5,0,pink
9578,5,0,0,0,5,20,0,pink
9579,5,0,5,5,5,31,0,pink
9580,5,0,5,5,5,50,0,pink
9581,34,5,22,14,43,189,0,pink
9582,44,5,42,28,59,248,0,pink
9583,46,0,49,33,62,322,0,pink
9584,40,0,38,18,60,337,0,pink
9585,190,5,134,97,229,1040,0,pink
9586,0,0,0,0,0,5,0,pink
9587,0,0,0,0,0,11,0,pink
9588,5,0,5,5,5,28,0,pink
9589,5,0,5,5,5,40,0,pink
9590,26,0,20,14,32,145,0,pink
9591,43,0,31,25,49,223,0,pink
9592,62,5,43,32,75,287,0,pink
9593,51,5,33,21,63,301,0,pink
9594,69,5,72,32,111,998,0,pink
9595,0,0,0,0,0,5,0,pink
9596,0,5,0,0,5,23,0,pink
9597,5,0,5,0,5,31,0,pink
9598,5,0,0,0,5,27,0,pink
9599,5,0,11,5,14,153,0,pink
9600,21,0,20,12,29,213,0,pink
9601,25,5,27,12,41,270,0,pink
9602,13,0,13,5,23,273,0,pink
9603,18,5,45,5,64,843,0,pink
9604,0,0,5,0,5,14,0,pink
9605,0,5,0,0,5,24,0,pink
9606,0,0,5,0,5,29,0,pink
9607,0,0,5,0,5,36,0,pink
9608,5,0,10,0,12,126,0,pink
9609,5,5,5,5,13,158,0,pink
9610,5,5,10,5,16,223,0,pink
9611,5,5,13,5,17,233,0,pink
9612,26,5,65,12,82,960,0,pink
9613,0,0,0,0,0,5,0,pink
9614,0,0,5,0,5,20,0,pink
9615,0,0,5,0,5,19,0,pink
9616,0,0,5,0,5,34,0,pink
9617,5,0,5,5,10,132,0,pink
9618,5,0,16,5,20,206,0,pink
9619,5,5,17,5,20,243,0,pink
9620,5,5,20,5,26,297,0,pink
9621,20,5,32,5,47,830,0,pink
9622,0,0,0,0,0,5,0,pink
9623,0,0,0,0,0,19,0,pink
9624,0,0,5,0,5,30,0,pink
9625,0,0,5,0,5,36,0,pink
9626,5,0,5,5,5,133,0,pink
9627,5,0,5,5,12,168,0,pink
9628,5,5,5,0,13,210,0,pink
9629,10,0,10,5,17,225,0,pink
9630,52,0,51,5,94,1027,0,pink
9631,0,0,0,0,0,17,0,pink
9632,5,0,5,5,5,23,0,pink
9633,5,0,5,0,5,41,0,pink
9634,5,0,5,0,5,34,0,pink
9635,5,0,5,0,5,150,0,pink
9636,11,0,15,5,25,195,0,pink
9637,13,0,5,5,20,264,0,pink
9638,22,0,16,5,33,303,0,pink
9639,38,0,53,19,72,950,0,pink
9640,0,0,0,0,0,10,0,pink
9641,0,0,0,0,0,18,0,pink
9642,0,0,5,0,5,32,0,pink
9643,5,0,0,0,5,42,0,pink
9644,5,0,11,5,12,146,0,pink
9645,5,0,11,5,13,184,0,pink
9646,11,0,13,5,21,245,0,pink
9647,15,0,16,5,23,273,0,pink
9648,32,0,43,11,64,984,0,pink
9649,5,0,0,0,5,5,0,pink
9650,0,0,0,0,0,22,0,pink
9651,0,0,5,0,5,36,0,pink
9652,0,0,0,0,0,33,0,pink
9653,5,0,5,5,5,165,0,pink
9654,5,0,18,5,20,194,0,pink
9655,10,0,12,5,19,268,0,pink
9656,10,0,5,5,14,259,0,pink
9657,40,0,49,13,76,946,0,pink
9658,0,0,0,0,0,11,0,pink
9659,5,0,5,0,5,23,0,pink
9660,0,0,0,0,0,25,0,pink
9661,5,0,5,0,5,46,0,pink
9662,5,0,5,5,5,131,0,pink
9663,5,0,13,5,14,200,0,pink
9664,13,0,18,5,28,263,0,pink
9665,17,0,5,5,22,247,0,pink
9666,39,5,51,13,81,972,0,pink
9667,0,0,0,0,0,10,0,pink
9668,0,0,0,0,0,18,0,pink
9669,0,0,5,0,5,32,0,pink
9670,0,0,5,0,5,32,0,pink
9671,5,0,5,0,5,134,0,pink
9672,5,5,15,5,20,200,0,pink
9673,15,5,16,5,26,268,0,pink
9674,15,5,14,5,27,278,0,pink
9675,29,20,64,10,102,1019,0,pink
9676,0,0,5,0,5,5,0,pink
9677,0,0,0,0,0,13,0,pink
9678,0,0,0,0,0,23,0,pink
9679,0,0,0,0,0,33,0,pink
9680,5,5,13,5,18,157,0,pink
9681,5,5,13,5,23,224,0,pink
9682,13,5,21,5,34,277,0,pink
9683,5,5,16,5,26,284,0,pink
9684,41,16,61,5,108,1001,0,pink
9685,0,0,0,0,0,5,0,pink
9686,0,0,0,0,0,15,0,pink
9687,0,5,0,0,5,23,0,pink
9688,5,5,0,0,5,45,0,pink
9689,5,5,5,0,13,125,0,pink
9690,10,5,5,5,20,212,0,pink
9691,14,5,18,5,34,264,0,pink
9692,14,5,26,5,38,309,0,pink
9693,21,5,41,5,58,863,0,pink
9694,0,0,0,0,0,5,0,pink
9695,5,0,5,0,5,12,0,pink
9696,0,0,5,0,5,17,0,pink
9697,0,0,0,0,0,22,0,pink
9698,5,0,5,5,5,124,0,pink
9699,5,0,5,5,10,163,0,pink
9700,5,5,13,5,20,248,0,pink
9701,5,5,12,5,18,268,0,pink
9702,30,5,54,10,75,1006,0,pink
9703,0,0,0,0,0,14,0,pink
9704,0,0,0,0,0,20,0,pink
9705,0,0,0,0,0,29,0,pink
9706,0,0,5,0,5,27,0,pink
9707,5,5,5,0,5,146,0,pink
9708,5,0,15,5,17,205,0,pink
9709,5,0,17,5,21,254,0,pink
9710,12,0,18,5,28,311,0,pink
9711,15,5,33,5,41,585,0,pink
9712,0,0,0,0,0,5,0,pink
9713,0,0,0,0,0,5,0,pink
9714,0,0,5,0,5,12,0,pink
9715,0,0,0,0,0,15,0,pink
9716,0,0,5,0,5,81,0,pink
9717,5,0,5,5,5,134,0,pink
9718,5,0,11,5,13,153,0,pink
9719,5,5,13,5,18,181,0,pink
9720,0,29,130,0,159,1562,0,pink
9721,0,5,0,0,5,22,0,pink
9722,0,5,5,0,5,17,0,pink
9723,0,0,5,0,5,32,0,pink
9724,0,0,5,0,5,42,0,pink
9725,0,5,17,0,25,223,0,pink
9726,0,5,15,0,19,285,0,pink
9727,0,5,31,0,35,356,0,pink
9728,0,5,63,0,72,585,0,pink
9729,0,13,105,0,118,1388,0,pink
9730,0,5,5,0,5,21,0,pink
9731,0,0,0,0,0,22,0,pink
9732,0,5,5,0,5,26,0,pink
9733,0,5,5,0,5,43,0,pink
9734,0,5,13,0,16,198,0,pink
9735,0,5,17,0,19,256,0,pink
9736,0,0,26,0,26,335,0,pink
9737,0,5,44,0,49,487,0,pink
9738,5,5,123,5,134,1509,0,pink
9739,0,5,0,0,5,18,0,pink
9740,0,0,5,0,5,21,0,pink
9741,0,0,5,0,5,40,0,pink
9742,0,0,5,0,5,35,0,pink
9743,5,0,24,0,25,227,0,pink
9744,5,5,23,0,27,290,0,pink
9745,0,5,30,0,32,367,0,pink
9746,5,0,41,5,44,511,0,pink
9747,76,5,122,19,182,1461,0,pink
9748,0,0,0,0,0,18,0,pink
9749,0,0,5,0,5,28,0,pink
9750,5,0,0,0,5,35,0,pink
9751,5,0,5,0,5,37,0,pink
9752,14,5,23,5,35,219,0,pink
9753,17,0,21,5,32,271,0,pink
9754,22,0,32,5,48,354,0,pink
9755,21,5,42,5,61,499,0,pink
9756,111,0,116,43,184,1563,0,pink
9757,0,0,0,0,0,21,0,pink
9758,5,0,5,5,5,19,0,pink
9759,5,0,5,0,5,39,0,pink
9760,5,0,5,5,5,56,0,pink
9761,24,0,17,5,34,233,0,pink
9762,28,0,20,5,40,306,0,pink
9763,27,0,29,13,43,378,0,pink
9764,26,0,43,12,57,511,0,pink
9765,92,0,95,45,142,1424,0,pink
9766,0,0,0,0,0,20,0,pink
9767,5,0,5,5,5,30,0,pink
9768,5,0,5,5,5,32,0,pink
9769,5,0,5,5,5,58,0,pink
9770,25,0,18,15,28,211,0,pink
9771,19,0,22,5,33,284,0,pink
9772,18,0,17,5,27,321,0,pink
9773,21,0,28,10,39,468,0,pink
9774,48,0,99,19,128,1483,0,pink
9775,0,0,0,0,0,28,0,pink
9776,5,0,5,0,5,30,0,pink
9777,5,0,5,0,5,35,0,pink
9778,0,0,5,0,5,45,0,pink
9779,5,0,10,5,14,235,0,pink
9780,5,0,21,5,26,287,0,pink
9781,16,0,25,5,33,345,0,pink
9782,14,0,40,5,49,478,0,pink
9783,101,0,113,35,179,1580,0,pink
9784,5,0,0,0,5,17,0,pink
9785,5,0,0,0,5,26,0,pink
9786,5,0,5,5,5,35,0,pink
9787,5,0,5,0,5,59,0,pink
9788,5,0,12,5,18,227,0,pink
9789,18,0,23,5,33,292,0,pink
9790,31,0,31,12,50,386,0,pink
9791,36,0,44,11,69,538,0,pink
9792,117,0,116,58,175,1502,0,pink
9793,0,0,0,0,0,23,0,pink
9794,5,0,0,0,5,27,0,pink
9795,5,0,5,5,5,30,0,pink
9796,0,0,0,0,0,45,0,pink
9797,12,0,14,5,19,208,0,pink
9798,28,0,27,15,40,281,0,pink
9799,34,0,41,23,52,381,0,pink
9800,41,0,33,12,62,507,0,pink
9801,281,0,177,100,358,1833,0,pink
9802,0,0,5,0,5,31,0,pink
9803,5,0,5,0,5,25,0,pink
9804,5,0,5,0,5,35,0,pink
9805,5,0,5,5,10,55,0,pink
9806,27,0,21,5,40,234,0,pink
9807,55,0,33,17,71,375,0,pink
9808,76,0,50,35,91,443,0,pink
9809,111,0,65,38,138,635,0,pink
9810,798,5,434,336,897,2319,0,pink
9811,0,0,0,0,0,15,0,pink
9812,5,0,5,5,5,27,0,pink
9813,5,0,5,5,5,32,0,pink
9814,5,0,5,5,10,55,0,pink
9815,88,5,59,41,107,307,0,pink
9816,128,0,73,52,149,397,0,pink
9817,236,0,130,106,260,618,0,pink
9818,334,0,162,131,365,868,0,pink
9819,623,0,327,251,699,2078,0,pink
9820,0,0,0,0,0,28,0,pink
