group,year,month,hhs_region,state,place_of_death,age_group,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
By Month,2022,12,6,Louisiana,Total - All Places of Death,65-74 years,26,5,51,10,69,947
By Month,2022,12,6,Louisiana,Total - All Places of Death,75-84 years,38,5,52,12,83,1098
By Month,2022,12,6,Louisiana,Total - All Places of Death,85 years and over,44,5,47,14,83,1027
By Month,2023,1,6,Louisiana,Total - All Places of Death,65-74 years,34,5,45,5,75,1002
By Month,2023,1,6,Louisiana,Total - All Places of Death,75-84 years,54,5,81,27,109,1113
By Month,2023,1,6,Louisiana,Total - All Places of Death,85 years and over,57,5,57,17,100,1069
By Month,2023,2,6,Louisiana,Total - All Places of Death,65-74 years,23,0,44,5,60,847
By Month,2023,2,6,Louisiana,Total - All Places of Death,75-84 years,43,5,48,11,82,1000
By Month,2023,2,6,Louisiana,Total - All Places of Death,85 years and over,30,5,40,5,63,917
By Month,2023,3,6,Louisiana,Total - All Places of Death,65-74 years,13,0,32,5,38,725
By Month,2023,3,6,Louisiana,Total - All Places of Death,75-84 years,36,0,49,5,76,887
By Month,2023,3,6,Louisiana,Total - All Places of Death,85 years and over,23,5,27,5,43,876
By Month,2023,4,6,Louisiana,Total - All Places of Death,65-74 years,5,0,5,0,5,211
By Month,2023,4,6,Louisiana,Total - All Places of Death,75-84 years,5,5,5,0,17,285
By Month,2023,4,6,Louisiana,Total - All Places of Death,85 years and over,5,0,17,0,21,310
By Month,2020,1,1,Maine,Total - All Places of Death,65-74 years,0,5,20,0,21,266
By Month,2020,1,1,Maine,Total - All Places of Death,75-84 years,0,5,29,0,30,342
By Month,2020,1,1,Maine,Total - All Places of Death,85 years and over,0,5,40,0,44,452
By Month,2020,2,1,Maine,Total - All Places of Death,65-74 years,0,5,17,0,20,255
By Month,2020,2,1,Maine,Total - All Places of Death,75-84 years,0,5,22,0,23,300
By Month,2020,2,1,Maine,Total - All Places of Death,85 years and over,0,5,46,0,49,438
By Month,2020,3,1,Maine,Total - All Places of Death,65-74 years,5,0,24,5,25,240
By Month,2020,3,1,Maine,Total - All Places of Death,75-84 years,0,5,37,0,41,341
By Month,2020,3,1,Maine,Total - All Places of Death,85 years and over,5,5,45,5,53,439
By Month,2020,4,1,Maine,Total - All Places of Death,65-74 years,10,5,21,5,30,245
By Month,2020,4,1,Maine,Total - All Places of Death,75-84 years,17,5,32,5,46,319
By Month,2020,4,1,Maine,Total - All Places of Death,85 years and over,19,5,40,5,56,427
By Month,2020,5,1,Maine,Total - All Places of Death,65-74 years,5,0,17,5,22,245
By Month,2020,5,1,Maine,Total - All Places of Death,75-84 years,14,0,22,5,33,296
By Month,2020,5,1,Maine,Total - All Places of Death,85 years and over,16,0,22,5,36,394
By Month,2020,6,1,Maine,Total - All Places of Death,65-74 years,5,0,15,5,16,215
By Month,2020,6,1,Maine,Total - All Places of Death,75-84 years,5,0,18,5,21,296
By Month,2020,6,1,Maine,Total - All Places of Death,85 years and over,5,0,13,0,17,374
By Month,2020,7,1,Maine,Total - All Places of Death,65-74 years,5,0,15,0,20,245
By Month,2020,7,1,Maine,Total - All Places of Death,75-84 years,5,0,17,5,21,315
By Month,2020,7,1,Maine,Total - All Places of Death,85 years and over,12,0,22,5,33,381
By Month,2020,8,1,Maine,Total - All Places of Death,65-74 years,5,0,12,0,14,247
By Month,2020,8,1,Maine,Total - All Places of Death,75-84 years,5,0,22,5,24,329
By Month,2020,8,1,Maine,Total - All Places of Death,85 years and over,5,0,19,5,22,414
By Month,2020,9,1,Maine,Total - All Places of Death,65-74 years,5,0,5,5,10,273
By Month,2020,9,1,Maine,Total - All Places of Death,75-84 years,5,0,15,0,19,328
By Month,2020,9,1,Maine,Total - All Places of Death,85 years and over,5,0,25,5,27,416
By Month,2020,10,1,Maine,Total - All Places of Death,65-74 years,5,0,11,5,11,255
By Month,2020,10,1,Maine,Total - All Places of Death,75-84 years,5,0,24,0,26,312
By Month,2020,10,1,Maine,Total - All Places of Death,85 years and over,5,0,22,5,25,389
By Month,2020,11,1,Maine,Total - All Places of Death,65-74 years,13,0,17,5,26,286
By Month,2020,11,1,Maine,Total - All Places of Death,75-84 years,34,0,41,11,64,382
By Month,2020,11,1,Maine,Total - All Places of Death,85 years and over,36,0,33,5,64,456
By Month,2020,12,1,Maine,Total - All Places of Death,65-74 years,29,0,19,5,40,283
By Month,2020,12,1,Maine,Total - All Places of Death,75-84 years,76,0,40,22,94,399
By Month,2020,12,1,Maine,Total - All Places of Death,85 years and over,86,0,42,14,114,535
By Month,2021,1,1,Maine,Total - All Places of Death,65-74 years,38,0,33,15,56,283
By Month,2021,1,1,Maine,Total - All Places of Death,75-84 years,76,0,40,17,99,422
By Month,2021,1,1,Maine,Total - All Places of Death,85 years and over,108,0,41,20,129,509
By Month,2021,2,1,Maine,Total - All Places of Death,65-74 years,15,0,18,5,27,242
By Month,2021,2,1,Maine,Total - All Places of Death,75-84 years,25,0,21,5,39,295
By Month,2021,2,1,Maine,Total - All Places of Death,85 years and over,40,0,29,5,64,392
By Month,2021,3,1,Maine,Total - All Places of Death,65-74 years,5,0,17,0,22,260
By Month,2021,3,1,Maine,Total - All Places of Death,75-84 years,17,0,24,5,35,318
By Month,2021,3,1,Maine,Total - All Places of Death,85 years and over,11,0,27,5,35,398
By Month,2021,4,1,Maine,Total - All Places of Death,65-74 years,16,0,15,5,25,256
By Month,2021,4,1,Maine,Total - All Places of Death,75-84 years,13,0,22,5,29,327
By Month,2021,4,1,Maine,Total - All Places of Death,85 years and over,10,0,18,5,27,391
By Month,2021,5,1,Maine,Total - All Places of Death,65-74 years,16,0,18,5,31,297
By Month,2021,5,1,Maine,Total - All Places of Death,75-84 years,17,0,21,5,34,323
By Month,2021,5,1,Maine,Total - All Places of Death,85 years and over,12,0,28,5,37,429
By Month,2021,6,1,Maine,Total - All Places of Death,65-74 years,5,0,17,5,22,263
By Month,2021,6,1,Maine,Total - All Places of Death,75-84 years,5,0,19,5,24,340
By Month,2021,6,1,Maine,Total - All Places of Death,85 years and over,5,0,22,5,26,367
By Month,2021,7,1,Maine,Total - All Places of Death,65-74 years,5,5,19,5,22,264
By Month,2021,7,1,Maine,Total - All Places of Death,75-84 years,5,0,15,5,17,375
By Month,2021,7,1,Maine,Total - All Places of Death,85 years and over,5,0,20,0,23,388
By Month,2021,8,1,Maine,Total - All Places of Death,65-74 years,14,0,20,5,28,277
By Month,2021,8,1,Maine,Total - All Places of Death,75-84 years,10,0,28,5,33,340
By Month,2021,8,1,Maine,Total - All Places of Death,85 years and over,5,0,20,5,25,409
By Month,2021,9,1,Maine,Total - All Places of Death,65-74 years,29,0,27,13,43,273
By Month,2021,9,1,Maine,Total - All Places of Death,75-84 years,32,0,37,10,59,353
By Month,2021,9,1,Maine,Total - All Places of Death,85 years and over,31,0,35,5,57,439
By Month,2021,10,1,Maine,Total - All Places of Death,65-74 years,26,0,25,12,39,313
By Month,2021,10,1,Maine,Total - All Places of Death,75-84 years,54,0,46,15,85,418
By Month,2021,10,1,Maine,Total - All Places of Death,85 years and over,38,0,28,5,58,473
By Month,2021,11,1,Maine,Total - All Places of Death,65-74 years,51,0,35,16,70,349
By Month,2021,11,1,Maine,Total - All Places of Death,75-84 years,55,0,43,15,83,407
By Month,2021,11,1,Maine,Total - All Places of Death,85 years and over,65,0,42,17,90,520
By Month,2021,12,1,Maine,Total - All Places of Death,65-74 years,77,0,46,29,94,361
By Month,2021,12,1,Maine,Total - All Places of Death,75-84 years,86,0,58,27,117,481
By Month,2021,12,1,Maine,Total - All Places of Death,85 years and over,78,5,42,17,104,530
By Month,2022,1,1,Maine,Total - All Places of Death,65-74 years,72,0,44,32,84,361
By Month,2022,1,1,Maine,Total - All Places of Death,75-84 years,74,5,50,22,103,447
By Month,2022,1,1,Maine,Total - All Places of Death,85 years and over,61,0,54,15,100,551
By Month,2022,2,1,Maine,Total - All Places of Death,65-74 years,41,0,20,5,52,283
By Month,2022,2,1,Maine,Total - All Places of Death,75-84 years,57,0,32,17,72,359
By Month,2022,2,1,Maine,Total - All Places of Death,85 years and over,47,0,22,5,64,431
By Month,2022,3,1,Maine,Total - All Places of Death,65-74 years,22,0,19,5,34,285
By Month,2022,3,1,Maine,Total - All Places of Death,75-84 years,18,0,26,5,40,345
By Month,2022,3,1,Maine,Total - All Places of Death,85 years and over,19,0,30,5,45,458
By Month,2022,4,1,Maine,Total - All Places of Death,65-74 years,5,0,18,5,23,247
By Month,2022,4,1,Maine,Total - All Places of Death,75-84 years,19,0,27,5,40,332
By Month,2022,4,1,Maine,Total - All Places of Death,85 years and over,12,0,17,0,29,396
By Month,2022,5,1,Maine,Total - All Places of Death,65-74 years,19,0,24,5,39,281
By Month,2022,5,1,Maine,Total - All Places of Death,75-84 years,22,5,25,5,45,357
By Month,2022,5,1,Maine,Total - All Places of Death,85 years and over,21,5,30,5,51,404
By Month,2022,6,1,Maine,Total - All Places of Death,65-74 years,5,5,17,5,24,269
By Month,2022,6,1,Maine,Total - All Places of Death,75-84 years,15,5,30,5,40,367
By Month,2022,6,1,Maine,Total - All Places of Death,85 years and over,19,0,30,5,46,398
By Month,2022,7,1,Maine,Total - All Places of Death,65-74 years,5,0,14,5,18,251
By Month,2022,7,1,Maine,Total - All Places of Death,75-84 years,11,0,23,5,32,337
By Month,2022,7,1,Maine,Total - All Places of Death,85 years and over,11,0,27,5,36,419
By Month,2022,8,1,Maine,Total - All Places of Death,65-74 years,10,0,16,5,22,258
By Month,2022,8,1,Maine,Total - All Places of Death,75-84 years,19,0,22,5,36,335
By Month,2022,8,1,Maine,Total - All Places of Death,85 years and over,20,0,28,5,45,415
By Month,2022,9,1,Maine,Total - All Places of Death,65-74 years,16,0,20,5,34,307
By Month,2022,9,1,Maine,Total - All Places of Death,75-84 years,11,0,29,5,35,343
By Month,2022,9,1,Maine,Total - All Places of Death,85 years and over,22,5,30,5,47,447
By Month,2022,10,1,Maine,Total - All Places of Death,65-74 years,5,0,20,5,24,303
By Month,2022,10,1,Maine,Total - All Places of Death,75-84 years,26,0,31,5,53,402
By Month,2022,10,1,Maine,Total - All Places of Death,85 years and over,39,5,45,5,76,466
By Month,2022,11,1,Maine,Total - All Places of Death,65-74 years,10,0,22,5,29,277
By Month,2022,11,1,Maine,Total - All Places of Death,75-84 years,24,0,29,5,48,379
By Month,2022,11,1,Maine,Total - All Places of Death,85 years and over,23,0,23,5,42,412
By Month,2022,12,1,Maine,Total - All Places of Death,65-74 years,5,5,15,5,27,310
By Month,2022,12,1,Maine,Total - All Places of Death,75-84 years,19,13,31,5,59,407
By Month,2022,12,1,Maine,Total - All Places of Death,85 years and over,23,15,44,5,80,496
By Month,2023,1,1,Maine,Total - All Places of Death,65-74 years,17,5,20,5,39,292
By Month,2023,1,1,Maine,Total - All Places of Death,75-84 years,16,12,30,5,56,433
By Month,2023,1,1,Maine,Total - All Places of Death,85 years and over,27,14,45,5,80,531
By Month,2023,2,1,Maine,Total - All Places of Death,65-74 years,5,0,20,5,25,258
By Month,2023,2,1,Maine,Total - All Places of Death,75-84 years,15,5,30,5,42,351
By Month,2023,2,1,Maine,Total - All Places of Death,85 years and over,21,0,30,5,45,429
By Month,2023,3,1,Maine,Total - All Places of Death,65-74 years,14,0,18,5,27,276
By Month,2023,3,1,Maine,Total - All Places of Death,75-84 years,21,5,23,5,41,399
By Month,2023,3,1,Maine,Total - All Places of Death,85 years and over,26,0,36,5,57,470
By Month,2023,4,1,Maine,Total - All Places of Death,65-74 years,5,0,15,5,17,221
By Month,2023,4,1,Maine,Total - All Places of Death,75-84 years,5,0,24,5,28,301
By Month,2023,4,1,Maine,Total - All Places of Death,85 years and over,11,0,23,5,32,364
By Month,2020,1,3,Maryland,Total - All Places of Death,65-74 years,0,5,58,0,61,880
By Month,2020,1,3,Maryland,Total - All Places of Death,75-84 years,0,5,99,0,107,1084
By Month,2020,1,3,Maryland,Total - All Places of Death,85 years and over,0,5,121,0,125,1431
By Month,2020,2,3,Maryland,Total - All Places of Death,65-74 years,0,5,48,0,57,816
By Month,2020,2,3,Maryland,Total - All Places of Death,75-84 years,0,5,72,0,78,1029
By Month,2020,2,3,Maryland,Total - All Places of Death,85 years and over,0,5,113,0,121,1290
By Month,2020,3,3,Maryland,Total - All Places of Death,65-74 years,12,5,71,5,84,897
By Month,2020,3,3,Maryland,Total - All Places of Death,75-84 years,13,15,109,5,131,1100
By Month,2020,3,3,Maryland,Total - All Places of Death,85 years and over,5,13,135,5,153,1504
By Month,2020,4,3,Maryland,Total - All Places of Death,65-74 years,252,5,180,99,337,1139
By Month,2020,4,3,Maryland,Total - All Places of Death,75-84 years,368,5,269,151,488,1474
By Month,2020,4,3,Maryland,Total - All Places of Death,85 years and over,419,10,262,138,545,1909
By Month,2020,5,3,Maryland,Total - All Places of Death,65-74 years,306,0,195,135,366,1150
By Month,2020,5,3,Maryland,Total - All Places of Death,75-84 years,411,5,208,148,473,1433
By Month,2020,5,3,Maryland,Total - All Places of Death,85 years and over,516,5,252,167,602,1817
By Month,2020,6,3,Maryland,Total - All Places of Death,65-74 years,121,5,106,56,172,904
By Month,2020,6,3,Maryland,Total - All Places of Death,75-84 years,178,0,135,73,240,1048
By Month,2020,6,3,Maryland,Total - All Places of Death,85 years and over,207,0,140,59,288,1369
By Month,2020,7,3,Maryland,Total - All Places of Death,65-74 years,70,0,73,26,117,929
By Month,2020,7,3,Maryland,Total - All Places of Death,75-84 years,85,5,89,34,141,1033
By Month,2020,7,3,Maryland,Total - All Places of Death,85 years and over,94,0,93,27,160,1295
By Month,2020,8,3,Maryland,Total - All Places of Death,65-74 years,57,0,54,16,95,830
By Month,2020,8,3,Maryland,Total - All Places of Death,75-84 years,72,0,83,25,130,1001
By Month,2020,8,3,Maryland,Total - All Places of Death,85 years and over,84,0,110,21,173,1357
By Month,2020,9,3,Maryland,Total - All Places of Death,65-74 years,45,0,66,21,90,858
By Month,2020,9,3,Maryland,Total - All Places of Death,75-84 years,55,0,77,25,107,1020
By Month,2020,9,3,Maryland,Total - All Places of Death,85 years and over,52,0,81,14,119,1276
By Month,2020,10,3,Maryland,Total - All Places of Death,65-74 years,53,0,93,27,119,905
By Month,2020,10,3,Maryland,Total - All Places of Death,75-84 years,64,5,82,22,125,1101
By Month,2020,10,3,Maryland,Total - All Places of Death,85 years and over,80,5,125,34,172,1444
By Month,2020,11,3,Maryland,Total - All Places of Death,65-74 years,128,5,100,47,182,979
By Month,2020,11,3,Maryland,Total - All Places of Death,75-84 years,181,0,145,76,250,1105
By Month,2020,11,3,Maryland,Total - All Places of Death,85 years and over,230,0,163,86,307,1528
By Month,2020,12,3,Maryland,Total - All Places of Death,65-74 years,305,0,189,136,358,1209
By Month,2020,12,3,Maryland,Total - All Places of Death,75-84 years,453,5,280,223,510,1521
By Month,2020,12,3,Maryland,Total - All Places of Death,85 years and over,519,0,267,194,592,1907
By Month,2021,1,3,Maryland,Total - All Places of Death,65-74 years,309,0,198,132,375,1210
By Month,2021,1,3,Maryland,Total - All Places of Death,75-84 years,385,0,254,182,457,1466
By Month,2021,1,3,Maryland,Total - All Places of Death,85 years and over,475,0,262,170,567,1881
By Month,2021,2,3,Maryland,Total - All Places of Death,65-74 years,184,0,134,82,236,1018
By Month,2021,2,3,Maryland,Total - All Places of Death,75-84 years,236,0,178,119,295,1187
By Month,2021,2,3,Maryland,Total - All Places of Death,85 years and over,272,0,176,113,335,1484
By Month,2021,3,3,Maryland,Total - All Places of Death,65-74 years,118,0,116,55,179,982
By Month,2021,3,3,Maryland,Total - All Places of Death,75-84 years,106,5,116,43,180,1160
By Month,2021,3,3,Maryland,Total - All Places of Death,85 years and over,107,0,117,43,181,1376
By Month,2021,4,3,Maryland,Total - All Places of Death,65-74 years,130,0,111,65,176,951
By Month,2021,4,3,Maryland,Total - All Places of Death,75-84 years,119,5,102,49,173,1097
By Month,2021,4,3,Maryland,Total - All Places of Death,85 years and over,94,0,100,33,161,1245
By Month,2021,5,3,Maryland,Total - All Places of Death,65-74 years,70,0,75,33,112,890
By Month,2021,5,3,Maryland,Total - All Places of Death,75-84 years,76,0,91,35,132,1050
By Month,2021,5,3,Maryland,Total - All Places of Death,85 years and over,52,0,69,18,103,1244
By Month,2021,6,3,Maryland,Total - All Places of Death,65-74 years,25,0,63,10,78,829
By Month,2021,6,3,Maryland,Total - All Places of Death,75-84 years,22,0,70,5,83,915
By Month,2021,6,3,Maryland,Total - All Places of Death,85 years and over,25,0,71,5,88,1099
By Month,2021,7,3,Maryland,Total - All Places of Death,65-74 years,17,0,67,5,75,821
By Month,2021,7,3,Maryland,Total - All Places of Death,75-84 years,12,0,78,5,84,936
By Month,2021,7,3,Maryland,Total - All Places of Death,85 years and over,13,5,71,5,79,1152
By Month,2021,8,3,Maryland,Total - All Places of Death,65-74 years,55,0,68,25,98,857
By Month,2021,8,3,Maryland,Total - All Places of Death,75-84 years,44,0,84,18,110,1013
By Month,2021,8,3,Maryland,Total - All Places of Death,85 years and over,34,0,89,15,108,1202
By Month,2021,9,3,Maryland,Total - All Places of Death,65-74 years,111,0,113,59,165,956
By Month,2021,9,3,Maryland,Total - All Places of Death,75-84 years,100,0,128,55,173,1104
By Month,2021,9,3,Maryland,Total - All Places of Death,85 years and over,94,0,124,44,174,1318
By Month,2021,10,3,Maryland,Total - All Places of Death,65-74 years,111,0,121,62,170,978
By Month,2021,10,3,Maryland,Total - All Places of Death,75-84 years,109,0,137,61,185,1192
By Month,2021,10,3,Maryland,Total - All Places of Death,85 years and over,107,0,133,49,191,1368
